question_id,question,option_A,option_B,option_C,option_D,correct_option,correct_text
6279,Câu 18: Carol went to ........ prison to meet her brother.,A. a,B. an,C. the,D. Ø,,
6280,Câu 19: Sandra works at a big hospital. She's ......... nurse.,A. a,B. an,C. the,D. Ø,,
6281,Câu 20: She works six days ....... week.,A. a,B. an,C. the,D. Ø,,
6282,Câu 21: .........&nbsp;Sun is a star.,A. a,B. an,C. the,D. Ø,,
6283,Câu 22: What did you have for ......... breakfast this morning?,A. a,B. an,C. the,D. Ø,,
6284,Câu 23: London is ........ capital of England.,A. a,B. an,C. the,D. Ø,,
6285,Câu 24: When was ....... telephone invented?,A. a,B. an,C. the,D. Ø,,
6286,Câu 25: We visited ...... Canada and ........ United States two years ago.,A. Ø - Ø,B. the - Ø,C. Ø - an,D. Ø - the,,
6287,Câu 26: We haven't been to ........ cinema for years.,A. a,B. an,C. the,D. Ø,,
6288,Câu 27: Do you need &nbsp;...... umbrella?,A. a,B. an,C. the,D. Ø,,
6289,Câu 28: ........&nbsp;injured man was taken to ....... hospital.,A. Ø - Ø,B. Ø - an,C. an - a,D. an - Ø,,
6290,Câu 29: She went out without ........ money.,A. a,B. an,C. the,D. Ø,,
6291,Câu 30: Toshi speaks ...... Japanese at home.,A. a,B. an,C. the,D. Ø,,
6232,Câu 1: This morning I bought a newspaper and ..... magazine. ........... newspaper is in my bag but I. don't know where I put ...... magazine.,A. a - The - the,B. a - Ø - the,C. a - The - Ø,D. Ø - The - the,,
6233,Câu 2: ........&nbsp;Wayle is ....... small river that cuts across ......... park near my house.,A. Ø - a - the,B. The - a - Ø,C. The - a - the,D. The - Ø - the,,
6234,Câu 3: Maria comes from ....... United States. She is ......... American girl.,A. Ø - the,B. the - an,C. the - Ø,D. the - a,,
6235,"Câu 4: The boy said: "" ........... Moon is bigger than ........... Earth.""",A. The - the,B. Ø - Ø,C. The - an,D. The - Ø,,
6236,Câu 5: I bought ......... car last week. ......... car is over there.,A. a - a,B. a - the,C. an - the,D. the - the,,
6237,Câu 6: I need ............ few apples but &nbsp;........ lot of suggar.,A. a - the,B. a - a,C. an - an,D. Ø - Ø,,
6238,Câu 7: Where is ...... nearest shop? There is one at ....... end of this street.,A. the - Ø,B. the - the,C. Ø - Ø,D. the - an,,
6239,Câu 8: There are 2 cars parked outside: ........ blue one and ......... grey one. ......... blue one belongs to my neighbours and I don't know who ....... owner of ....... grey one is.,A. a - a - The - the - the,B. a - the - The - the - the,C. a - a - A - the - the,D. a - a - The - a - a,,
6240,Câu 9: My friends live in .... old house in ...... small village. There is ......... beautiful garden behind ........ house. I would like to have .......... garden like that.,A. an - a - a - the - a,B. an - a - a - the - Ø,C. an - a - a - Ø - a,D. an - Ø - a - the - a,,
6241,Câu 10: What did you eat for ....... breakfast this morning?,A. a,B. an,C. the,D. Ø,,
6242,Câu 11: John and Mary went to ......... school&nbsp; yesterday and then studied in ........ library before returning home.,A. Ø - a,B. Ø - the,C. Ø - Ø,D. a - Ø,,
6243,"Câu 12: On our trip to &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Spain, we crossed &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Atlantic Ocean.",A. Ø - the,B. Ø - Ø,C. the - Ø,D. the - the,,
6244,Câu 13: Rita plays ........ violin and her sister plays ........ guitar.,A. a - a,B. the - the,C. Ø - the,D. Ø - Ø,,
6245,Câu 14: ..........&nbsp;farmers who are working hard on their land almost get nothing for their lifetime.,A. A,B. An,C. The,D. Ø,,
6246,Câu 15: David played ...... basketball and ..... baseball at ..... Boy's club this year.,A. Ø - Ø - the,B. the - the - the,C. a - a - the,D. a - a - a,,
6247,Câu 16: The political science class is taking ......... trip to ........ France in ........ Spring.,A. a - Ø - Ø,B. a - a - a,C. Ø - a - Ø,D. a - Ø - a,,
6248,Câu 17: Last night there was .......... bird singing outside my house.,A. a,B. an,C. the,D. Ø,,
6249,"Câu 18: She would like to enjoy ....... Sun rising, so she often gets up early.",A. a,B. an,C. the,D. Ø,,
6250,Câu 19: He is ........... honest person.,A. a,B. an,C. the,D. Ø,,
6251,Câu 20: My father went to ........ sea when he was 14.,A. a,B. an,C. the,D. Ø,,
6252,Câu 21: When do you hope to go to .......... university?,A. a,B. an,C. the,D. Ø,,
6253,Câu 22: He is ......... one-eyed man.,A. a,B. an,C. the,D. Ø,,
6254,Câu 23: There is ........ useful method of learning English.,A. a,B. an,C. the,D. Ø,,
6255,Câu 24: I've got ........ uncle.,A. a,B. an,C. the,D. Ø,,
6256,Câu 25: Your shoes are under ........ bed.,A. a,B. an,C. the,D. Ø,,
6257,Câu 26: There is a strike at ...... hospital.,A. a,B. an,C. the,D. Ø,,
6258,Câu 27: There is ........... onion left in the fridge.,A. a,B. an,C. the,D. Ø,,
6259,Câu 28: There is a splendid (long lay) view of ...... Lake Geneva from his hotel.,A. a,B. an,C. the,D. Ø,,
6260,"Câu 29: She is ........ nurse, so her work is to take care of ........ sick.",A. a - the,B. a - a,C. the - the,D. the - a,,
6261,Câu 30: Summer is ......... warmest season but .......... summer of 1971 was unusually cool.,A. a - the,B. the - the,C. the - the,D. Ø - Ø,,
6202,Câu 1: My sister often goes to ......... church by .............. bus.,A. Ø - Ø,B. a - the,C. the - a,D. the - the,,
6203,"Câu 2: Mel's mother is in ........ hospital, so we went to visit her last night.",A. a,B. Ø,C. the,D. an,,
6204,Câu 3: Rita is studying .......... English and &nbsp;............ Maths this semester.,A. the - the,B. an - a,C. a - a,D. Ø - Ø,,
6205,Câu 4: Do you know&nbsp; ......... man who is waiting for the bus over there?,A. a,B. a,C. the,D. Ø,,
6206,Câu 5: Please give me ......... cup of ........... coffee with ............ cream and .......... sugar.,A. a - Ø - Ø - Ø,B. a - a - a - a,C. the - the - the - the -,D. a - the - the - the,,
6207,Câu 6: ...........&nbsp;big books which are on ............. table are for my history class.,A. A - the,B. The - the,C. A - a,D. The - a,,
6208,"Câu 7: My ............. car is four years old, and it still runs well.",A. a,B. Ø,C. an,D. the,,
6209,Câu 8: There are only ........... few seats for tonight's musical.,A. a,B. an,C. the,D. Ø,,
6210,Câu 9: ..........&nbsp;chair that you are sitting in is broken.,A. a,B. an,C. the,D. Ø,,
6211,Câu 10: The Civil War was fought in .......... United States between 1861 and 1865.,A. a,B. an,C. the,D. Ø,,
6212,Câu 11: We went by .......... train to the west of England.,A. a,B. an,C. the,D. Ø,,
6213,Câu 12: ...........&nbsp;people who live in ............ Scotland are called the Scots.,A. The - Ø,B. A - Ø,C. Ø - Ø,D. Ø - the,,
6214,Câu 13: This house is very nice. Has it got ........ garden?,A. a,B. an,C. the,D. Ø,,
6215,Câu 14: There isn't ............ airport near where I live. ............... nearest airport is 70 miles away.,A. an - a,B. an - the,C. Ø - the,D. an - Ø,,
6216,"Câu 15: Did you have .......... nice holiday? Yes, It was &nbsp;............ best holiday I've ever had.",A. the - the,B. a - the,C. a - a,D. a - an,,
6217,Câu 16: Mai always plays ........ piano whenever she has free time.,A. a,B. an,C. the,D. Ø,,
6218,Câu 17: My daughter was born on ........... fifth of January.,A. a,B. an,C. the,D. Ø,,
6219,Câu 18: Yesterday I went to ............... school by ........... bus because my bike had been broken down.,A. a - a,B. a - Ø,C. the - the,D. Ø - Ø,,
6220,Câu 19: It takes me ........ hour to finish my work.,A. a,B. an,C. the,D. Ø,,
6221,Câu 20: She used to have ..... cat and &nbsp;......... dog but ........... dog died.,A. a - a - a,B. a - a - the,C. the - a - the,D. Ø - Ø - the,,
6222,Câu 21: English is spoken all over ......... world.,A. a,B. an,C. the,D. Ø,,
6223,Câu 22: ........... deaf are unable to hear anything.,A. a,B. an,C. the,D. Ø,,
6224,Câu 23: I like studying &nbsp;......... Maths best.,A. a,B. an,C. the,D. Ø,,
6225,Câu 24: People all over the world like ......... football.,A. a,B. an,C. the,D. Ø,,
6226,Câu 25: .........&nbsp;tea is produced in Thai Nguyen.,A. a,B. an,C. the,D. Ø,,
6227,Câu 26: I wish today were on ......... Sunday.,A. a,B. an,C. the,D. Ø,,
6228,Câu 27: I often have ............ breakfast at 6:00 pm and ........... lunch at 11:00 pm.,A. the - the,B. a - the,C. a - a,D. Ø - Ø,,
6229,Câu 28: She gave me .......... apple and gave Lan 2 &nbsp;.......... apples.,A. an - an,B. an - the,C. an - Ø,D. Ø - an,,
6230,Câu 29: .........&nbsp;Smiths are going to Halong Bay next summer.,A. a,B. an,C. the,D. Ø,,
6231,"Câu 30: If I won the lottery, first I would buy ........... piece of land in the country.",A. a,B. an,C. the,D. Ø,,
6192,Câu 1: We will send these letters to him when we …. in London.,A. will arrive,B. arrive,C. arriving,D. have arrived,,
6193,Câu 2: “Where are the letter and the postcard?” They …… on the table.,A. were,B. are,C. is,D. have been,,
6194,Câu 3: ………. each of you ready for the test?,A. is,B. are,C. have,D. do,,
6195,Câu 4: &nbsp;The World War II …… in 1939 and …… in 1945.,A. begins/ ends,B. has begun/ ended,C. was beginning/ end,D. began/ended,,
6196,Câu 5: We …… a lot important scientific discoveries in 2050.,A. have,B. will have,C. had,D. has had,,
6197,Câu 6: We ……... for our cars.,A. is looking,B. have been looking,C. are looking,D. is going to look,,
6198,Câu 7: &nbsp;What is your purpose ……….. learning English?,A. of,B. to,C. for,D. on,,
6199,Câu 8: There are more and more people died …… AIDS.,A. on,B. from,C. at,D. of,,
6200,Câu 9: &nbsp;Tobacco has bad effects ……… our health.,A. on,B. from,C. at,D. of,,
6201,Câu 10: &nbsp;I am looking forward ……….. seeing you.,A. to,B. for,C. on,D. at,,
6167,Câu 1: &nbsp;They found it is impossible ……… their problems.,A. solve,B. to solve,C. solved,D. solving,,
6168,Câu 2: &nbsp;We can’t find a place ………&nbsp;,A. live,B. to live,C. living,D. lived,,
6169,"Câu 3: The film seemed …….... forever, but at last it was over.",A. to go on,B. going on,C. go on,D. went on,,
6170,Câu 4: We’ve decided …………. married in the spring.,A. getting,B. to get,C. get,D. got,,
6171,Câu 5: If you want to learn English well you have to ………. hard working.,A. being,B. been,C. be,D. for being,,
6172,"Câu 6: To my ………., John is very good at Vietnamese.",A. amazing,B. amazed,C. amaze,D. amazement,,
6173,Câu 7: This movie is the most ………,A. entertaining,B. entertained,C. entertain,D. entertainment,,
6174,Câu 8: &nbsp;He is proud of his ……….,A. succeed,B. success,C. successful,D. successfully,,
6175,"Câu 9: ………. more about her, you would change your opinion.",A. If you know,B. If you did know,C. If you knew,D. If did you know,,
6176,"Câu 10: ……… I was a child, I used to play football.",A. As soon as,B. While,C. When,D. If,,
6177,Câu 11: Tay Bac university ……. in Son la town for two years.,A. was built,B. is built,C. have been built,D. has been built,,
6178,Câu 12: Chewing gum ………… in Sweden in 1993.,A. was invented,B. is invented,C. has been invented,D. invented,,
6179,Câu 13: &nbsp;I’ll phone you ……………….. I come.,A. while,B. until,C. as soon as,D. because,,
6180,"Câu 14: &nbsp;If we ……... have computer, our lives ………. boring.",A. don’t/ will be,B. won’t have/ are,C. didn’t/ would,D. wouldn’t/ were,,
6181,Câu 15: &nbsp;“The Wall” ….. when all the members were students.,A. founded,B. was founded,C. has been founded,D. have been founded,,
6182,"Câu 16: &nbsp;If he worked harder, he ………….",A. will be promoted,B. will have been promoted,C. had been promoted,D. would be promoted,,
6183,Câu 17: All students at Tay Bac university ……… uniforms on Monday.,A. are asked to wear,B. ask to wear,C. asked to wear,D. to asked wearing,,
6184,Câu 18: I hate …. ….the washing up.,A. taking,B. doing,C. getting,D. making,,
6185,Câu 19: She does not know what to do when her parents …….. a complaint to her.,A. make,B. give,C. keep,D. tell,,
6186,Câu 20: I was late because I ……… the bus.,A. left,B. lost,C. missed,D. forgot,,
6187,Câu 21: I don’t think life ……. better in the future.,A. won’t,B. will be,C. be,D. is,,
6188,Câu 22: It’s the best film ………… You should go and see it.,A. I ever saw,B. I’ve see,C. I’ve never seen,D. I’ve ever seen,,
6189,Câu 23: She………… while I was cooking.,A. was phoning,B. will phone,C. phones,D. phoned,,
6190,"Câu 24: She can’t talk to you now, she …………",A. study,B. is going to study,C. is studying,D. will studied,,
6191,Câu 25: &nbsp;I ……… a taxi so I came on the bus.,A. couldn’t find,B. don’t find,C. haven’t found,D. I have found,,
6142,Câu 1: Today is their golden wedding anniversary. They ….. married for 50 years.,A. have been,B. has been,C. was,D. will be,,
6143,Câu 2: He ……. in the office at the moment.,A. has work,B. is working,C. has been working,D. works,,
6144,Câu 3: He ………. very frightened when he saw spiders.,A. feeling,B. felt,C. was felt,D. feels,,
6145,Câu 4: Where ……. next summer?,A. will you go,B. are you going,C. do you go,D. are you going to go,,
6146,Câu 5: How long ……. you studied here?,A. are,B. did,C. do,D. have,,
6147,"Câu 6: After our guests ………, we sat down to dinner.",A. arrived,B. arrive,C. were arriving,D. have arrived,,
6148,Câu 7: &nbsp;She and I……… each other since we were at secondary school.,A. know,B. knew,C. have known,D. has known,,
6149,Câu 8: &nbsp;….. you at home last night?&nbsp;,A. Did,B. Were,C. Have,D. Are,,
6150,Câu 9: What …. to do when you graduate?,A. are you going,B. are going,C. you are going,D. are you go,,
6151,Câu 10: The books and the dictionary….… on the table.,A. were,B. are,C. is,D. have been,,
6152,Câu 11: ………. both of you ready for the test?,A. is,B. are,C. have,D. do,,
6153,Câu 12: She ……… here since I came here.,A. lives,B. lived,C. is living,D. has lived,,
6154,Câu 13: &nbsp;We …… a lot important inventions in the future.,A. have,B. will have,C. had,D. has had,,
6155,Câu 14: It was really kind ….. you to help poor people.,A. to,B. for,C. of,D. on,,
6156,Câu 15: Romeo and Juliet is a play …………. William Shakespeare.,A. in,B. by,C. on,D. from,,
6157,"Câu 16: ""Can I ask you something?"" ""Not now, I………. my report.""",A. am writing,B. write,C. will write,D. wrote,,
6158,Câu 17: Please go out ….. .dinner.,A. in,B. for,C. to,D. with,,
6159,Câu 18: You must be responsible …………. your study.,A. in,B. from,C. for,D. at,,
6160,Câu 19: We arrived ……….. the station five minutes late.,A. on,B. to,C. at,D. in,,
6161,Câu 20: Her success ………. passing the exam made her parents very happy.,A. in,B. with,C. up,D. to,,
6162,Câu 21: No one likes being laughed ……….. .,A. at,B. with,C. for,D. on,,
6163,Câu 22: The meeting was held …………Tuesday.,A. on,B. of,C. for,D. in,,
6164,Câu 23: All of the clothes sold in this store were made …… hand.,A. in,B. with,C. on,D. by,,
6165,Câu 24: She is interested …….. making money.,A. of,B. at,C. in,D. by,,
6166,Câu 25: Thank you for letting me …….. your dog for a walk.,A. take,B. to take,C. taken,D. taking,,
6117,Câu 1: You can stay here ------ you like.,A. as long as,B. as far as,C. as much as,D. so far as,,
6118,Câu 2: Ask him to ------- us a funny story.,A. say,B. tell,C. speak,D. talk,,
6119,Câu 3: He look very ----------- when I told him the new.,A. happily,B. happy,C. happiness,D. happiest,,
6120,Câu 4: How long did it -------- you to type this letter?,A. want,B. take,C. need,D. require,,
6121,Câu 5: Has your house ------------- recently?,A. was decorated,B. decorated,C. been decorated,D. is decorated,,
6122,Câu 6: &nbsp;English and French -------- in Canada.,A. are speaking,B. were spoken here,C. are spoken,D. speak,,
6123,Câu 7: &nbsp;My father ----------- me his old car on my last birthday.,A. given,B. was given,C. gave,D. give,,
6124,Câu 8: Shakespeare ------------ many plays.,A. wrote,B. written,C. write,D. was wrote,,
6125,Câu 9: The exam results ---------- to you by post.,A. will be send,B. will sent,C. sent,D. will be sent,,
6126,Câu 10: Sushi ----------- mainly in Japan.,A. is eaten,B. eat,C. eats,D. be eaten,,
6127,"Câu 11: Are you thinking about going to Europe for your vacation? “No, but if I ---------- money, I would definitely go.”",A. have,B. had,C. have had,D. would have,,
6128,"Câu 12: &nbsp;“It’s really raining.” “Yes. If the weather ---------, we’ll have to give up camping.”",A. would get,B. get worse,C. might get worse,D. should get worse,,
6129,"Câu 13: “Why don’t you send me only twenty dollars?” “Sorry. If I had more money, I ---------- give you more.”",A. will have,B. would have,C. would,D. have,,
6130,"Câu 14: &nbsp;“Do you need help with your English?” “If I do, I ------ you.”",A. will ask,B. ask,C. would ask,D. asked,,
6131,Câu 15: This room is smoky. I wish you --------- smoking.,A. would stop,B. have stopped,C. stop,D. stopping,,
6132,Câu 16: --------- John busy every day?,A. Does,B. Will,C. Is,D. Has,,
6133,Câu 17: Her boss told -------- to clean his room.,A. she,B. to her,C. her,D. for her,,
6134,Câu 18: &nbsp;I like to have -------- trees in front of the window so that people can’t look in.,A. any,B. little,C. a few,D. so few,,
6135,Câu 19: &nbsp;…………… students enrolled this year than last year at New York University.,A. Less than,B. Less of the,C. A few of,D. A few more,,
6136,Câu 20: The woman who…. next door is often willing to help us whenever we are in difficulty.,A. to live,B. living,C. lived,D. lives,,
6137,Câu 21: They say that they …… their course next month.,A. finish,B. will finish,C. will be finishing,D. will be finished,,
6138,Câu 22: Mary …….. her treatment almost two years ago.,A. have,B. has had,C. had,D. was having,,
6139,Câu 23: Don’t bother me while I ……..,A. am working,B. was working,C. will work,D. is going to work,,
6140,Câu 24: Did you hear …….. upstairs?,A. she sing,B. her singing,C. she singing,D. her to sing,,
6141,Câu 25: Women in the past .…. work outside the home as nowadays.,A. do not,B. won’t,C. didn’t,D. hasn’t,,
6092,Câu 1: My students’ phones are always ringing----------- my lessons!,A. during,B. for,C. while,D. at,,
6093,Câu 2: Why does the telephone always ring ---------- you’re having a bath?,A. during,B. for,C. while,D. on,,
6094,Câu 3: They say drinking a little red wine is good ----------- you.,A. for,B. at,C. to,D. by,,
6095,Câu 4: Small children always get excited -------- Christmas.,A. with,B. for,C. in,D. at,,
6096,Câu 5: Paris is famous --------- being a romantic city. a. to&nbsp; &nbsp; b. for&nbsp; &nbsp;c. from&nbsp; &nbsp; d. with&nbsp;,A. to,B. for,C. from,D. with,,
6097,Câu 6: She’s played the piano ---------- she was little.,A. when,B. from,C. since,D. for,,
6098,Câu 7: Dubai is so different ----------- any otherplaces I know.,A. with,B. away,C. between,D. from,,
6099,Câu 8: &nbsp;If I --------- a flower I would be a sunflower.,A. am,B. were,C. had been,D. will be,,
6100,Câu 9: He should have a word ------------ his company.,A. to,B. with,C. at,D. toward,,
6101,Câu 10: &nbsp;I’ve always enjoy ------------.,A. dancing,B. dance,C. to dance,D. danced,,
6102,Câu 11: &nbsp;I’ve never forgot ----------- flamenco for the first time.,A. to see,B. see,C. seeing,D. saw,,
6103,Câu 12: &nbsp;I couldn’t stop ---------- about buying a laptop.,A. think,B. to think,C. thought,D. thinking,,
6104,Câu 13: Now I’ve decided --------- how to do it.,A. learning,B. learn,C. to learn,D. learnt,,
6105,Câu 14: My friend has promised ---------- me some steps.,A. to teach,B. teach,C. teaching,D. taught,,
6106,Câu 15: She’s going to let me ---------- her shoes.,A. to borrow,B. borrowing,C. borrow,D. borrowed,,
6107,Câu 16: I’m really looking forward to ------------ my parents.,A. meet,B. meeting,C. the meeting,D. be met,,
6108,Câu 17: I’ll need ------- some music to dance to.,A. buy,B. to buy,C. buying,D. be bought,,
6109,Câu 18: I’m thinking of ------------ to Spain next month.,A. go,B. going,C. to go,D. been to,,
6110,Câu 19: I hope ----------- to dance by then.,A. being able,B. to be able,C. be able,D. able,,
6111,Câu 20: &nbsp;Small children have big -------------.,A. imagination,B. imagine,C. imaginary,D. imaginative,,
6112,"Câu 21: When I was a small boy, Christmas was very --------.",A. exciting,B. excite,C. excited,D. excitement,,
6113,Câu 22: Many --------- believe dreams help us to understand our lives.,A. psychologists,B. psychology,C. psychological,D. psyche,,
6114,"Câu 23: My car is very ------------, it uses very little petrol.",A. economic,B. economical,C. economist,D. economy,,
6115,Câu 24: We haven’t got ------- flour for dinner.,A. some,B. any,C. little,D. a,,
6116,Câu 25: I didn’t enjoy -------- book you lent me.,A. a,B. an,C. some,D. the,,
6067,Câu 1: Nobody likes ---------- bad news.,A. to be tell,B. to be told,C. be told,D. tell,,
6068,Câu 2: That lady is -------- one in this club.,A. prettier,B. most pretty,C. more pretty,D. the prettiest,,
6069,Câu 3: &nbsp;I’m thirsty. May I have something -------- to drink?,A. cold,B. coldness,C. coldest,D. coldly,,
6070,Câu 4: Most people --------- advice but so few take it.,A. keep,B. make,C. do,D. give,,
6071,Câu 5: I turned round and ---------- Paula.,A. see,B. saw,C. was seeing,D. seen,,
6072,"Câu 6: Why are you working so hard these days? Because I ------------- a car, so I’m saving as much as I can.",A. am going to buy,B. will buy,C. buy,D. was going to,,
6073,Câu 7: I -------------- Mary. Is she here?,A. look for,B. was looking for,C. looked,D. am looking for,,
6074,Câu 8: &nbsp;This guide book -------------- full of useful information.,A. will be,B. are,C. is,D. was,,
6075,Câu 9: &nbsp;I’m hot because I ------------- for hours.,A. have run,B. have been running,C. ran,D. am running,,
6076,Câu 10: …….. he and his wife ……. in their house for a long time?,A. Have/live,B. Has/lived,C. Have/lived,D. Did/live,,
6077,Câu 11: “Who ------------ that horrible noise?” “It’s Tom practicing the violin”,A. makes,B. is making,C. made,D. has been making,,
6078,"Câu 12: “What would you like to order, sir?” “I ------------- the lamb”",A. have,B. am going to have,C. will have,D. am having,,
6079,Câu 13: The shops ----------- full of things to buy --------- Christmas comes.&nbsp;,A. are/ when,B. are / if,C. will be/ if,D. is/ when,,
6080,Câu 14: What --------- you--------- at weekend when you were a child?,A. do/ do,B. have/done,C. did/ use to do,D. did/ used to do,,
6081,Câu 15: Sorry. I ------------ one of the nicest dishes.,A. have broken,B. broke,C. have been breaking,D. had broken,,
6082,Câu 16: Here’s my wallet! I ----------- for it for ages.,A. had looked,B. have been looking,C. look,D. looked,,
6083,Câu 17: Since we ---------- in the new house we ----------- very busy.,A. move/ are,B. have moved/ were,C. moved/ were,D. moved/ have been,,
6084,Câu 18: &nbsp;-------- the moon last night?,A. Have you seen,B. Did you see,C. Do you see,D. Had you seen,,
6085,"Câu 19: When you --------- your work, you may leave the room.",A. will finish,B. finishing,C. finished,D. had finished,,
6086,Câu 20: “What are you looking for?” “I can’t remember where I --------- my glasses.”,A. leave,B. left,C. had left,D. was left,,
6087,Câu 21: I haven’t heard from my son ------------,A. for several weeks,B. for several weeks ago,C. since several weeks before,D. since a long time,,
6088,Câu 22: &nbsp;“Why is Bill unhappy?” “Because his birds ----------- away”,A. flew,B. fly,C. had flown,D. have flown,,
6089,"Câu 23: “I took an exam this morning. It was really hard.” “ ------------- a lot before you took it?""",A. Have you studied,B. Did you study,C. Have you study,D. Do you study,,
6090,"Câu 24: A basket of apples, oranges, lemons --------- sent to me last Christmas.",A. is,B. are,C. was,D. were,,
6091,Câu 25: In Britain women usually retire ----------- the age of 60.,A. in,B. on,C. at,D. by,,
6042,Câu 1: &nbsp;Pam was always afraid ------------ cooking.,A. of,B. to,C. for,D. at,,
6043,"Câu 2: When Joe was at school, he was ver y good --------- running.",A. to,B. for,C. in,D. at,,
6044,Câu 3: We’ve been thinking ------- moving house.,A. in,B. of,C. to,D. on,,
6045,"Câu 4: On his third try, he succeeded------------ passing his driving test.",A. in,B. on,C. at,D. to,,
6046,"Câu 5: &nbsp;I’m fed up -------- working, I need a holiday.",A. to,B. in,C. with,D. for,,
6047,"Câu 6: I’m frightened ----------- spiders, the y terrif y me.",A. in,B. to,C. of,D. for,,
6048,Câu 7: They went ----------- holiday yesterday.,A. in,B. on,C. at,D. during,,
6049,Câu 8: She’s always talking --------- the phone.,A. in,B. on,C. at,D. over,,
6050,Câu 9: &nbsp;John went red after sitting----------- the sun all day.,A. in,B. at,C. on,D. by,,
6051,"Câu 10: He didn’t want cash, so I paid the bill ----------- credit card.",A. by,B. with,C. in,D. on,,
6052,Câu 11: Jim doesn’t enjoy-------------- sport.,A. to do,B. doing,C. do,D. to doing,,
6053,Câu 12: We are trying ----------- money to buy a house.,A. to save,B. saving,C. save,D. saves,,
6054,Câu 13: Would you like something -----------?,A. drink,B. drinking,C. to drink,D. drinks,,
6055,Câu 14: Our teacher doesn’t let us -------------- gum in class.,A. chew,B. chewing,C. to chew,D. chews,,
6056,Câu 15: It’s hard ------------ my father as a child.,A. imagine,B. imagining,C. imagines,D. to imagine,,
6057,Câu 16: My dad made me ------------- m y homework everyday.,A. to do,B. doing,C. do,D. to doing,,
6058,Câu 17: &nbsp;I wouldn’t like -------- a marathon.,A. run,B. to run,C. running,D. ran,,
6059,Câu 18: It’s impossible ----------- Chinese in a year.,A. learning,B. learn,C. to learn,D. learnt,,
6060,Câu 19: &nbsp;I’m not used to ---------- as early as this.,A. get up,B. getting up,C. to get up,D. gets up,,
6061,Câu 20: &nbsp;We managed ---------- home before the rain started.,A. to get,B. get,C. getting,D. got,,
6062,Câu 21: &nbsp;£ 300 for shoes! That’s -------------!,A. such expensive,B. so rich,C. so expensive,D. so a high price,,
6063,Câu 22: When my children were little we -------- hours playing in the garden.,A. used to spending,B. used to spend,C. are used to spending,D. are used to spend,,
6064,Câu 23: I really need -------- new jacket.,A. a,B. any,C. some,D. a few,,
6065,Câu 24: You --------- eat and drink in class.,A. must,B. mustn't,C. have to,D. don't have to,,
6066,Câu 25: I know several engineers from ---------.,A. England,B. the England,C. an England,D. English,,
6017,"Câu 1: “How many pages…………… so far?""",A. have you studied,B. did you study,C. do you study,D. had you studied,,
6018,Câu 2: We are too late. The plane …………… off ten minutes ago.,A. has taken,B. took,C. had taken,D. was taken,,
6019,Câu 3: “What a lovely boat!” “I ……………half a year building this boat.”,A. spend,B. spent,C. spending,D. have spent,,
6020,Câu 4: How …………since we …………school?,A. are you/ left,B. have you been/ have left,C. were you/ left,D. have you been/ left,,
6021,Câu 5: &nbsp;I think John …………..tomorrow.,A. would come,B. come,C. will come,D. comes,,
6022,Câu 6: &nbsp;After he ------------ his driving test he bought a car.,A. had passed,B. pass,C. passed,D. passing,,
6023,"Câu 7: When I got to the office, I ----------- that I had forgot to lock the door.",A. realized,B. had realized,C. realize,D. have realized,,
6024,Câu 8: When she was 21 she -------------- across the United States.,A. drove,B. drive,C. driven,D. was driving,,
6025,Câu 9: He often ------------ so nervous before his exams.,A. feels,B. felt,C. was feeling,D. had felt,,
6026,Câu 10: &nbsp;How long have you ------------- he was a liar.,A. been knowing,B. knew,C. know,D. known,,
6027,Câu 11: &nbsp;I’m sorry. I don’t understand what -----------------.,A. you say,B. you're saying,C. you will say,D. you would say,,
6028,Câu 12: ------------- to the radio when you get up everyday?,A. Do you listen,B. Are you listening,C. Was you listening,D. Did you listen,,
6029,Câu 13: My sweetheart --------------- smoking next week.,A. will give up,B. is going to give up,C. gives up,D. gave up,,
6030,"Câu 14: There is no red wine? I -------------- white, then.",A. am going to have,B. have,C. will have,D. am having,,
6031,Câu 15: When the phone rang she ------------ a letter.,A. writes,B. willl write,C. has written,D. was writing,,
6032,Câu 16: As the sun ------------ I decided to go out.,A. shines,B. has shone,C. shine,D. was shining,,
6033,"Câu 17: I------------- your uncle tomorrow, so I’ll give him your note.",A. have seen,B. shall have seen,C. see,D. am going to see,,
6034,Câu 18: -------------- study hard when you were at school?,A. Must you,B. Had you,C. Did you have to,D. Were you,,
6035,Câu 19: She is tired because she ------------- all day.,A. is studied,B. has been studying,C. had been studying,D. studied,,
6036,Câu 20: Has your teacher ever ------------ angry with you?,A. get,B. getting,C. got,D. gets,,
6037,Câu 21: He ----------,A. will be here soon,B. will here be soon,C. will be soon here,D. be soon will here,,
6038,Câu 22: They ------------ to the theatre twice so far this month.,A. are going,B. go,C. went,D. have been,,
6039,Câu 23: My daughter ------------- university last June.,A. left,B. has left,C. leaves,D. was leaving,,
6040,Câu 24: He hates his boss so he ------------- his job.,A. leaves,B. has left,C. is leaving,D. left,,
