question_id,question,option_A,option_B,option_C,option_D,correct_option,correct_text
200081,"Câu 11. He said, “Let us have dinner here.”",A. He proposed that we had dinner there.,B. He asked if we wished to have dinner there.,C. He said that we should have dinner there.,D. He said that we had dinner there.,A,He proposed that we had dinner there.
200082,"Câu 12. The salesman said, “Are you interested in the scheme?”",A. The salesman said that if I was interested in the scheme.,B. The salesman said that if I were interested in the scheme.,C. The salesman asks if I am interested in the scheme.,D. The salesman asked me if I was interested in the scheme.,D,The salesman asked me if I was interested in the scheme.
200083,"Câu 13. She said, “Shut the door!”",A. She asked me whether I would shut the door.,B. She ordered me to shut the door.,C. She said that I should shut the door.,D. She shouted and said to shut the door.,B,She ordered me to shut the door.
200084,"Câu 14. She said, “The train will be leaving soon.”",A. She said that the train would leave soon.,B. She said that the train is leaving.,C. She said that the train would be leaving soon.,D. She said that the train will leave soon.,C,She said that the train would be leaving soon.
200085,Câu 15. “Alas! It can’t be this bad.” Andy said.,A. Andy exclaimed with sorrow that that couldn’t be that bad.,B. Andy grieved that it couldn’t be that bad.,C. Andy said that it was really that bad.,D. Andy said with sorrow that that was bad.,A,Andy exclaimed with sorrow that that couldn’t be that bad.
200086,"Câu 16. My teacher said, “The sun is a renewable energy source.”",A. My teacher said that the sun was a renewable energy source.,B. My teacher said that the sun is a renewable energy source.,C. My teacher told that the sun is a renewable energy source.,D. My teacher tells that the sun was a renewable energy source.,B,My teacher said that the sun is a renewable energy source.
200087,"Câu 17. The secretary said, “Is Mr. Brown in his office?”",A. The secretary said that if Mr. Brown was in his office.,B. The secretary enquired if Mr. Brown was in his office.,C. The secretary enquired that if Mr. Brown was in his office.,D. The secretary asked if Mr. Brown had been in his office.,B,The secretary enquired if Mr. Brown was in his office.
200088,"Câu 18. The policeman said, “Don’t cross the speed limit.”",A. The policeman said not to cross the speed limit.,B. The policeman asked if I would cross the speed limit.,C. The policeman forbade me to cross the speed limit.,D. The policeman asks if I had crossed the speed limit.,C,The policeman forbade me to cross the speed limit.
200089,"Câu 19. Mr. Lee said, “I must attend the meeting.”",A. Mr. Lee said that he had to attend the meeting.,B. Mr. Lee said that it was must that he attend the meeting.,C. Mr. Lee said if he must attend the meeting.,D. Mr. Lee said that he would attend the meeting.,A,Mr. Lee said that he had to attend the meeting.
200090,"Câu 20. She said, “What an astonishing view!”",A. She said that the view was astonishing.,B. She exclaimed that the view is astonishing.,C. She exclaimed with joy and said that the view was astonishing.,D. She exclaimed that the view was astonishing.,D,She exclaimed that the view was astonishing.
200046,Câu 1. She __________ already finished her homework.,A. have,B. has,,,B,has
200047,Câu 2. They __________ just arrived at the airport.,A. have,B. has,,,A,have
200048,Câu 3. My brother and I __________ visited that museum before.,A. have,B. has,,,A,have
200049,Câu 4. The students __________ completed their assignments,A. have,B. has,,,A,have
200050,Câu 5. He __________ never been to Asia.,A. have,B. has,,,B,has
200051,Câu 6. The company __________ recently expanded its operations.,A. have,B. has,,,B,has
200052,Câu 7. We __________ known each other for many years.,A. have,B. has,,,A,have
200053,Câu 8. She __________ not received the package yet.,A. have,B. has,,,B,has
200054,Câu 9. The team __________ won the championship.,A. have,B. has,,,B,has
200055,Câu 10. I __________ just finished reading that book.,A. have,B. has,,,A,have
200056,Câu 11. She __________ just finished her meal.,A. have,B. has,,,B,has
200057,Câu 12. My parents __________ been to Europe several times.,A. have,B. has,,,A,have
200058,Câu 13. John and his sister ………. never visited this museum.,A. have,B. has,,,A,have
200059,Câu 14. The team __________ won the championship.,A. have,B. has,,,B,has
200060,Câu 15. Mary __________ just received a promotion at work.,A. have,B. has,,,B,has
200061,Câu 16. We __________ known each other since childhood.,A. have,B. has,,,A,have
200062,Câu 17. The children __________ completed their homework.,A. have,B. has,,,A,have
200063,Câu 18. She __________ not heard the news yet.,A. have,B. has,,,B,has
200064,Câu 19. They __________ been friends for over a decade.,A. have,B. has,,,A,have
200065,Câu 20. The teams __________ expanded its operations.,A. have,B. has,,,A,have
200066,Câu 21. I __________ never been to Australia.,A. have,B. has,,,A,have
200067,Câu 22. He __________ just returned from a business trip.,A. have,B. has,,,B,has
200068,Câu 23. The students __________ not finished the assignment yet.,A. have,B. has,,,A,have
200069,Câu 24. We __________ a great time at the party last night.,A. have,B. has,,,A,have
200070,Câu 25. My cat __________ caught a mouse in the garden.,A. have,B. has,,,B,has
200026,Câu 1. Tom (finish) __________ his homework yet.,A. doesn't finish,B. not finish,C. hasn't finished,D. didn't finish,C,hasn't finished
200027,Câu 2. She (go) __________ to the store already.,A. go,B. gone,C. goes,D. has gone,D,has gone
200028,Câu 3. We (see) __________ that movie before.&nbsp;,A. seeing,B. saw,C. see,D. have seen,D,have seen
200029,Câu 4. My parents (be) __________ married for 25 years.,A. is,B. was,C. are,D. have been,D,have been
200030,Câu 5. She (visit) __________ three countries in two years,A. visit,B. visited,C. has already visited,D. have already visited,C,has already visited
200031,Câu 6. She (learn) __________ three languages.,A. learns,B. is learning,C. learned,D. has learned,D,has learned
200032,Câu 7. The children (finish) __________ their dinner yet.,A. didn't finish,B. hasn't finished,C. not finish,D. haven't finished,D,haven't finished
200033,Câu 8. He (live) __________ in this city for five years.,A. live,B. living,C. lives,D. has lived,D,has lived
200034,Câu 9. I (lose) __________ my keys. Can you help me find them?,A. losing,B. lost,C. lose,D. has lost,B,lost
200035,Câu 10. They (know) __________ each other since childhood.,A. knowing,B. knows,C. known,D. have known,D,have known
200036,Câu 11. You don’t need to describe her. I (meet) __________ her several times,A. had met,B. have met,C. met,D. meet,B,have met
200037,"Câu 12. Next Friday, when Cindy (pass) __________ her last exam at the college, I'll be taking her out for dinner at the Continental.",A. has passed,B. will have passed,C. will pass,D. passed,A,has passed
200038,Câu 13. Don’t ask me to show you the slides before my wife (see) __________ them. Call it censorship if you like.,A. seeing,B. will have seen,C. has seen,D. saw,C,has seen
200039,Câu 14. Why should we wait any longer? We’ve been told to act once we (receive) __________ the governor’s permission.,A. received,B. will have received,C. have received,D. will receive,C,have received
200040,Câu 15. Suzy (change) __________ her clothes five times in the last two hours.,A. has changed,B. had changed,C. has been changing,D. changed,A,has changed
200041,Câu 16. Next year’s auctions should be advertised until 90 per cent of the objects (be) __________ sold. This year we stopped publishing ads too early.,A. were,B. will have been,C. will be,D. have been,D,have been
200042,Câu 17. I (be) __________ to New York three times this year.&nbsp;,A. have been,B. was,C. were,D. had been,A,have been
200043,Câu 18. I have never played badminton before. This is the first time I (try) __________ to play.,A. try,B. tried,C. have tried,D. am trying,C,have tried
200044,"Câu 19. A: Could we start a little earlier?B: Well, it depends on the Parkers. I've made arrangements to start as soon as they (return) __________",A. will have returned,B. returned,C. will return,D. have returned,D,have returned
200045,Câu 20. My parents (get) __________ a beautiful house in the city.,A. have not got,B. have got,C. has got,D. not have got,B,have got
200001,Câu 1. She hasn’t met her family __________ a long time.,A. since,B. for,C. in,D. from,B,for
200002,Câu 2. Have you __________ downloaded this song before?,A. ever,B. never,C. since,D. yet,A,ever
200003,Câu 3. Some students haven’t done their homework __________,A. before,B. yet,C. so,D. since,B,yet
200004,Câu 4. I haven’t applied for this job __________,A. just,B. never,C. ever,D. yet,D,yet
200005,Câu 5. Has Mary listened to the song __________ 2 hours?,A. yet,B. for,C. since,D. ever,B,for
200006,Câu 6. I have __________ drunk all the milk.,A. already,B. yet,C. since,D. so far,A,already
200007,Câu 7. I can’t find my eraser. Have you seen it __________ ?,A. never,B. before,C. recently,D. just,B,before
200008,Câu 8. He has played football __________ he was a child.,A. for,B. so,C. since,D. because,C,since
200009,Câu 9. I have __________ watched this show __________,A. already / yet,B. never / before,C. never / yet,D. just / already,B,never / before
200010,Câu 10. He can’t come with us because he has __________ broken his leg.,A. ever,B. never,C. yet,D. just,D,just
200011,Câu 11. I have known him ………. we were children.,A. for,B. since,C. ever,D. just,B,since
200012,Câu 12. Has your sister arrived at the airport __________ ?,A. yet,B. already,C. before,D. for,A,yet
200013,Câu 13. She hasn't finished her lunch __________,A. yet,B. just,C. since,D. so far,A,yet
200014,Câu 14. We have been friends __________ a very long time.,A. for,B. ever,C. just,D. since,A,for
200015,Câu 15. He has never traveled to Asia __________,A. already,B. yet,C. before,D. since,B,yet
200016,Câu 16. They have been waiting for the bus __________ an hour.,A. ever,B. for,C. just,D. since,B,for
200017,Câu 17. Have you __________ visited Paris?,A. ever,B. already,C. for,D. since,A,ever
200018,Câu 18. I can't believe you have __________ finished the book.,A. since,B. yet,C. already,D. just,B,yet
200019,Câu 19. He has lived in this city __________ he was born.,A. for,B. since,C. ever,D. just,B,since
200020,Câu 20. She has been studying Spanish __________ three years.,A. since,B. already,C. for,D. just,C,for
200021,Câu 21. They haven't seen each other __________ the party.,A. since,B. yet,C. ever,D. just,A,since
200022,Câu 22. Have you __________ read that article?,A. yet,B. for,C. since,D. ever,D,ever
200023,Câu 23. I have __________ finished my homework.,A. just,B. already,C. yet,D. ever,A,just
200024,Câu 24. We haven't met our new neighbors __________,A. since,B. yet,C. just,D. for,B,yet
200025,Câu 25. She has been working on the project __________ this morning.,A. for,B. ever,C. just,D. since,D,since
199971,Câu 1. Nobody has __________ homework yet.,A. did,B. had,C. done,D. was,C,done
199972,Câu 2. __________ you __________ your room yet?,A. Were / cleaning,B. Did / clean,C. Has / cleaned,D. Have / cleaned,D,Have / cleaned
199973,Câu 3. This is the most beautiful I __________ ever __________,A. had / met,B. was / going to meet,C. have / met,D. has / met,C,have / met
199974,Câu 4. How many books __________ you __________ ?,A. did / read,B. have / read,C. has / read,D. had / read,B,have / read
199975,Câu 5. They have __________ such a great film.,A. was made,B. make,C. made,D. making,C,made
199976,Câu 6. He __________ the movie ticket yet.,A. hasn’t bought,B. have bought,C. has bought,D. have sell,C,has bought
199977,Câu 7. My cousins __________ on holiday for 3 weeks.,A. has been,B. are going to be,C. have been,D. were,C,have been
199978,Câu 8. Who __________ all the candies? The box is empty.,A. ate,B. have eaten,C. was eating,D. has eaten,A,ate
199979,Câu 9. I am looking for my pen. I have __________ it.,A. lose,B. lost,C. losed,D. loosen,B,lost
199980,Câu 10. They __________ a lot of bikes.,A. were sold,B. have sold,C. sells,D. have sell,B,have sold
199981,Câu 11. A: Do you know our town at all?&nbsp;B: No. It is the first time I __________ here.,A. was,B. have been,C. came,D. am coming,B,have been
199982,Câu 12. I __________ for you for a long time.,A. has waited,B. have waited,C. am waiting,D. was waiting,B,have waited
199983,Câu 13. Since he __________ here no one __________ him.,A. has left/ saw,B. had left/ saw,C. left/ has seen,D. left/ have seen,C,left/ has seen
199984,Câu 14. I __________ such a big fire before.,A. have never seen,B. never see,C. had never seen,D. never saw,A,have never seen
199985,Câu 15. We __________ Dorothy since last Saturday.,A. don’t see,B. haven’t seen,C. don’t have seen,D. didn’t see,B,haven’t seen
199986,Câu 16. Jack __________ the door.,A. has just painted,B. just paint,C. have painted,D. painting,A,has just painted
199987,"Câu 17.A: I’m sorry to keep you waiting.B: Oh, not at all. I __________ here only a few minutes.",A. have been,B. had been,C. was,D. will be,A,have been
199988,"Câu 18. Since __________, I __________ nothing from him.",A. he had left / heard,B. he left / have heard,C. he has left / have heard,D. he was left / heard,B,he left / have heard
199989,"Câu 19. So far, Teddy __________ ten kilos.",A. has been losing,B. lost,C. had lost,D. has lost,D,has lost
199990,Câu 20. She __________ German for two years.,A. has learnt,B. is learning,C. learn,D. learns,A,has learnt
199991,"Câu 21. He found his book this morning, but now he __________ his pen.",A. loses,B. lost,C. has lost,D. had lost,C,has lost
199992,Câu 22. A: What’s the matter?B: The shoes don’t fit properly. They __________ my feet.,A. are hurt,B. is hurting,C. have hurt,D. will hurt,C,have hurt
199993,Câu 23. You may leave the classroom when you __________ writing.,A. will finish,B. are finishing,C. have finished,D. had finished,C,have finished
199994,Câu 24. My brother __________ the Youth League since 1955.,A. joined,B. has taken part,C. is in,D. has been in,D,has been in
199995,Câu 25. Thank goodness! I __________ my home work now.,A. shall finish,B. finished,C. have finished,D. had finished,C,have finished
199996,Câu 26. Don’t get off the bus until it __________,A. has stopped,B. stopped,C. will stop,D. shall stop,A,has stopped
199997,Câu 27. The foreign guests __________ here almost a week.,A. have arrived,B. have been,C. have reached,D. have got,B,have been
199998,Câu 28. A: Who’s that pretty girl Tom dancing with?B: I don’t know. I __________ her before.,A. never have seen,B. had never seen,C. was never seeing,D. have never seen,D,have never seen
199999,"Câu 29. A: How are you today?B: Oh, I __________ as ill as I do now for a very long time.",A. didn’t feel,B. wasn’t feeling,C. don’t feel,D. haven’t felt,D,haven’t felt
200000,"Câu 30. The price __________, but I doubt whether it will remain so.",A. went down,B. will go down,C. has gone down,D. was going down,C,has gone down
199531,"Câu 1. You must drive slower in built up areas. _______ you drive in the city, it is _______ that you will have an accident.",A. The faster and faster / the more,B. The faster / the more probable,C. The more and more fast / the more and more probable,D. The more fastly / the probable,B,The faster / the more probable
199532,"Câu 2. Earning money has always been the thing that pleases him most. _____ he becomes, _____he is.",A. The more rich / the more happy,B. The richest / the happiest,C. The richer / the happier,D. Richer and richer / happier and happier,C,The richer / the happier
199533,"Câu 3. The faster we finish, _______.",A. the sooner we can leave,B. we can leave sooner and sooner,C. the sooner can we leave,D. we can leave the sooner,A,the sooner we can leave
199534,Câu 4. We need _______ information about this English course.,A. far,B. father,C. further,D. farer,C,further
199535,Câu 5. Robert does not have _______ Peter does.,A. money more than,B. as many money as,C. more money as,D. as much money as,D,as much money as
199536,Câu 6. The Mekong Delta is _______ deltas in Vietnam.,A. the largest of the two,B. the more larger of the two,C. one of the two largest,D. one of the two larger,C,one of the two largest
199537,Câu 7. She is _______ a spectator.,A. more an athlete than,B. more of an athlete than,C. an athlete more than,D. an athlete of more than,B,more of an athlete than
199538,Câu 8. His house is _______ mine.,A. twice as big as,B. as twice big as,C. as two times big as,D. as big as twice,A,twice as big as
199539,Câu 9. I feel _______ I did yesterday.,A. much more tired than,B. many more tired than,C. as many tired as,D. as more tired as,A,much more tired than
199540,Câu 10. The Sears Tower is _______ building in Chicago.,A. taller,B. the more tall,C. the tallest,D. taller and taller,C,the tallest
199521,"Câu 1. As she did so, her parents became _______.",A. the angriest,B. the most angry,C. the more angry,D. angrier and angrier,D,angrier and angrier
199522,Câu 2. People should eat ____ and do ____ to reduce the risk of heart disease.,A. less fat / more exercise,B. less and less fat / the more exercise,C. the less fat / the more exercise,D. fatter / more exercise,A,less fat / more exercise
199523,Câu 3. It gets _______ to understand what the professor has explained.,A. the more difficult,B. more difficult than,C. difficult more and more,D. more and more difficult,D,more and more difficult
199524,"Câu 4. Thanks to the progress of science and technology, our lives have become _______.",A. more and more good,B. better and better,C. the more and more good,D. gooder and gooder,B,better and better
199525,Câu 5. Peter is _______ John.,A. younger and more intelligent than,B. more young and intelligent than,C. more intelligent and younger than,D. the more intelligent and younger than,A,younger and more intelligent than
199526,Câu 6. It gets _______ when the winter is coming.,A. cold and cold,B. the coldest and coldest,C. colder and colder,D. more and more cold,C,colder and colder
199527,Câu 7. The climber was seventy miles in the wrong direction and got _______.,A. more panicked,B. the more panicked,C. more than panicked,D. more and more panicked,D,more and more panicked
199528,"Câu 8. My neighbor is driving me mad! It seems that _______ it is at night, _______ he plays his music!",A. the less / the more loud,B. the less / less,C. the more late / the more loudlier,D. the later / the louder,D,the later / the louder
199529,"Câu 9. He spent a year in India and loves spicy food. _______ the food is, _______ he likes it.",A. The hotter / the more and more,B. The hotter / the more,C. The more and more hot / the more,D. The hottest / the most,B,The hotter / the more
199530,"Câu 10. Of course, you can come to the party. _______.",A. The more the merrier,"B. The more, the merrier",C. The more and merrier,D. The more and more merrier,A,The more the merrier
199511,"Câu 1. The more you practice, ___________ you will become.",A. the skillful,B. the more skillful,C. skillfuler,D. the most skillful,B,the more skillful
199512,"Câu 2. ___________ you study, ___________ you will understand the subject.",A. The hard / the well,B. The harder / the well,C. The harder / the more well,D. The hardest / the best,B,The harder / the well
199513,"Câu 3. The ___________ you exercise, ___________ you will feel.",A. more / the good,B. most / the better,C. more / the better,D. gooder / the best,C,more / the better
199514,"Câu 4. The ___________ you save, ___________ you will have for your future.",A. more / the more money,B. most / the most money,C. more / the most money,D. much / the most money,A,more / the more money
199515,"Câu 5. ___________ they practice, ___________ their skills become.",A. The more / the better,B. The much / the much,C. More / better,D. The most / the best,A,The more / the better
199516,"Câu 6. The ___________ she studies, ___________ her grades get.",A. more / the better,B. most / the good,C. more / the good,D. much / the best,A,more / the better
199517,"Câu 7. The ___________ you work, ___________ money you will earn.",A. hard / the more,B. harder / the much,C. hardest / more,D. harder / the more,A,hard / the more
199518,"Câu 8. ___________ you exercise, ___________ you will feel.",A. The often / the well,B. The more often / the better,C. Often / well,D. Most often / the most,B,The more often / the better
199519,"Câu 9. The ___________ you practice speaking English, ___________ your pronunciation becomes.",A. more / the better,B. much / the good,C. more / the gooder,D. most / the best,A,more / the better
199520,"Câu 10. ___________ you eat junk food, ___________ your health will suffer.",A. The more / the much,B. More / the worse,C. The much / the more,D. More / the worst,B,More / the worse
199431,Câu 1: I saw it ____ TV.,A. in,B. on,C. at,,B,on
199432,Câu 2: I’m going to my cousin’s house ______ Saturday.,A. in,B. on,C. at,,B,on
199433,Câu 3: How much milk would you like ____ your tea?,A. in,B. on,C. at,,A,in
199434,Câu 4: His death was announced ______ the radio.,A. in,B. on,C. at,,B,on
199435,Câu 5: I arrived just ______ time for my flight.,A. in,B. on,C. at,,A,in
199436,Câu 6: It left exactly ____ time.,A. in,B. on,C. at,,B,on
199437,Câu 7: He's sitting ____ the bar.,A. in,B. on,C. at,,C,at
199438,Câu 8: He's ____ his desk working.,A. in,B. on,C. at,,C,at
199439,Câu 9: I think it's ____ this tape.,A. in,B. on,C. at,,B,on
199440,Câu 10: Please bear it ___ mind.,A. in,B. on,C. at,,A,in
198101,Câu 1. This is _____ best book I've ever read.,A. a,B. an,C. the,,C,the
198102,Câu 2. He wants to become _____ doctor when he grows up.,A. a,B. an,C. the,,A,a
198103,Câu 3. _____ Nile is the longest river in the world.,A. a,B. an,C. the,,C,the
198104,Câu 4. _____ English language is spoken in many countries.,A. a,B. an,C. the,,C,the
198105,Câu 5. My father is _____ engineer.,A. a,B. an,C. the,,B,an
198106,Câu 6. Are you going to _____ party next Saturday?,A. a,B. an,C. the,,C,the
198107,Câu 7. She was wearing _____ beautiful dress at the party.,A. a,B. an,C. the,,A,a
198108,Câu 8. _____ Pacific Ocean covers a vast area.,A. a,B. an,C. the,,C,the
198109,Câu 9. She's reading _____ novel by a famous author.,A. a,B. an,C. the,,A,a
198110,Câu 10. He's studying for _____ MBA.,A. a,B. an,C. the,,B,an
198111,Câu 11. I met _____ interesting person at the conference.,A. a,B. an,C. the,,B,an
198112,Câu 12. Jennifer tasted _____ birthday cake her mother had made.,A. a,B. an,C. the,,C,the
198113,Câu 13. Let’s watch _____ movie tonight.,A. a,B. an,C. the,,A,a
198114,Câu 14. Jane is making _____ cake for her birthday.,A. a,B. an,C. the,,A,a
198115,Câu 15. All pupils must obey _____ rules.,A. a,B. an,C. the,,C,the
198116,Câu 16. The children have _____ new teacher called Mr. Green.,A. a,B. an,C. the,,A,a
198117,Câu 17. _____ European expert was invited to speak to the committee.,A. a,B. an,C. the,,A,a
198118,Câu 18. There was _____ huge crowd of people outside the church.,A. a,B. an,C. the,,A,a
198119,Câu 19. Julie talked for _____ hour about her school project.,A. a,B. an,C. the,,B,an
198120,Câu 20. The teacher read _____ interesting article from the newspaper.,A. a,B. an,C. the,,B,an
198081,Câu 1. I visited _____ museum yesterday.,A. a,B. an,C. the,,A,a
198082,Câu 2. It's _____ pleasure to meet you.,A. a,B. an,C. the,,A,a
198083,"Câu 3. I don't have _____ car, so I walk to work.",A. a,B. an,C. the,,A,a
198084,Câu 4. They have _____ beautiful garden.,A. a,B. an,C. the,,A,a
198085,Câu 5. She bought _____ new dress for the party.,A. a,B. an,C. the,,A,a
198086,Câu 6. We live in _____ old house.,A. a,B. an,C. the,,B,an
198087,Câu 7. He's _____ only person who can solve this problem.,A. a,B. an,C. the,,C,the
198088,Câu 8. This is _____ interesting story.,A. a,B. an,C. the,,B,an
198089,Câu 9. It was _____ rainy day.,A. a,B. an,C. the,,A,a
198090,Câu 10. Can I get ____ apple from the basket?,A. a,B. an,C. the,,B,an
198091,Câu 11. _____ elephant is a large animal.,A. a,B. an,C. the,,C,the
198092,Câu 12. He has ____ guitar.,A. a,B. an,C. the,,A,a
198093,Câu 13. They saw ____ airplane in the sky.,A. a,B. an,C. the,,B,an
198094,Câu 14. She wants to be ____ artist.,A. a,B. an,C. the,,B,an
198095,Câu 15. There is ____ elephant in the zoo.,A. a,B. an,C. the,,B,an
198096,Câu 16. _____ sun is a star at the center of our solar system.,A. a,B. an,C. the,,C,the
198097,Câu 17. I watched _____ movie last night.,A. a,B. an,C. the,,A,a
198098,Câu 18. She's _____ intelligent girl.,A. a,B. an,C. the,,B,an
198099,Câu 19. They live in ___ apartment near ___ beach.,"A. a, an","B. an, the","C. a, the",,B,"an, the"
198100,Câu 20. We had ___ dinner at ___ Italian restaurant.,"A. a, an","B. a, the","C. the, an",,A,"a, an"
198061,Câu 1. I have ___ dog and ___ cat.,"A. a, a","B. a, the","C. a, an","D. the, an",A,"a, a"
198062,Câu 2. She's a student at _____ university in London.,A. a,B. an,C. the,,A,a
198063,"Câu 3. Can you pass me _____ salt, please?",A. a,B. an,C. the,,C,the
198064,Câu 4. He is _____ only child in his family.,A. a,B. an,C. the,,C,the
198065,Câu 5. They went to _____ cinema last night.,A. a,B. an,C. the,,C,the
198066,Câu 6. _____ Earth is our home planet.,A. a,B. an,C. the,,C,the
198067,Câu 7. I need to buy _____ new car soon.,A. a,B. an,C. the,,A,a
198068,Câu 8. My father is _____ doctor.,A. a,B. an,C. the,,A,a
198069,Câu 9. She bought _____ dress for the party.,A. a,B. an,C. the,,A,a
198070,Câu 10. We went to _____ beach last weekend.,A. a,B. an,C. the,,C,the
198071,Câu 11. _____ sky is clear tonight.,A. a,B. an,C. the,,C,the
198072,Câu 12. I don't have _____ time to finish this.,A. a,B. an,C. the,,C,the
198073,Câu 13. _____ Moon is Earth's natural satellite.,A. a,B. an,C. the,,C,the
198074,Câu 14. Do you have _____ book I can borrow?,A. a,B. an,C. the,,A,a
198075,Câu 15. He's looking for _____ job in marketing.,A. a,B. an,C. the,,A,a
198076,Câu 16. She's _____ honest person.,A. a,B. an,C. the,,B,an
198077,Câu 17. We had _____ wonderful time at the beach.,A. a,B. an,C. the,,A,a
198078,Câu 18. It will take us about _____ hour to get there.,A. a,B. an,C. the,,B,an
198079,Câu 19. This is _____ book I was telling you about.,A. a,B. an,C. the,,C,the
198080,Câu 20. He's _____ great actor.,A. a,B. an,C. the,,A,a
196136,Câu 1. My mom ________ for two days by the time I see her.,A. has been travelling,B. will have been travelling,C. will has been travelling,,B,will have been travelling
196137,Câu 2. They'll be exhausted by dinner. They will have been _____ hockey for seven hours.,A. playing,B. played,C. play,,A,playing
196138,Câu 3. Will you ________ here for ten years by the time of the Christmas party?,A. have been worked,B. have to work,C. have been working,,C,have been working
196139,Câu 4. It's a 24-hour relay. They'll only have been ________ for half the time by 6pm.,A. ran,B. run,C. running,,C,running
196140,Câu 5. We ________ been waiting long.,A. will not have,B. have not will,C. will have not,,A,will not have
196141,Câu 6. I ________ working for two years.,A. willn't have been,B. won't have been,C. not have been,,B,won't have been
196142,Câu 7. Won't they ________ travelling for two weeks by then?,A. have been,B. had been,C. has been,,A,have been
196143,Câu 8. The teachers will ________ for a month by the time the deal is made.,A. have been striking,B. will strike,C. will be striking,,A,have been striking
196144,Câu 9. The films run all night. We ________ movies for six hours by the time the feature comes on.,A. watched,B. will have been watching,C. will watch,,B,will have been watching
196145,Câu 10. She'll still be groggy. She ________ undergoing surgery for three hours.,A. will has been,B. will have been,C. will be have,,B,will have been
196126,Câu 1. I ________ by then.,A. will be leave,B. will have left,C. will leaving,,B,will have left
196127,Câu 2. Will you ________ by 8am?,A. have arrived,B. be arrive,C. have arriving,,A,have arrived
196128,Câu 3. You ________ the bill by the time the item arrives.,A. 'll have received,B. will receiving,C. 've received,,A,'ll have received
196129,Câu 4. Melissa and Mike will be exhausted. They ________ slept for 24 hours.,A. will not,B. will not have,C. will not be,,B,will not have
196130,Câu 5. He will have ________ all about it by Monday.,A. forgetting,B. forgotten,C. be forgetting,,B,forgotten
196131,Câu 6. Will you ________ the contracts by Thursday?,A. have mailed,B. mailing,C. to have mailed,,A,have mailed
196132,Câu 7. The boss ________ by the time the orders come in.,A. will leave,B. will be left,C. will have left,,C,will have left
196133,Câu 8. Where ________ gone?,A. will she have,B. is she has,C. she have,,A,will she have
196134,Câu 9. September works for us. Lisa will not ________ by then.,A. graduating,B. have graduated,C. be graduate,,B,have graduated
196135,Câu 10. I will let you in. I ________ with the keys by the time you come in.,A. will have arrived,B. will be arrival,C. will be arrived,,A,will have arrived
196116,Câu 1. I ________ during rush hour.,A. will be driving,B. will have drive,C. will be drive,,A,will be driving
196117,Câu 2. He will not be _____ the bus today.,A. take,B. taken,C. taking,,C,taking
196118,Câu 3. They ________ the cottage that weekend.,A. using,B. 'll be using,C. 're be using,,B,'ll be using
196119,Câu 4. Nigel _____ be coming to the picnic.,A. won't,B. won't not,C. willn't,,A,won't
196120,Câu 5. Where ________ sleeping?,A. you be,B. will you,C. will you be,,C,will you be
196121,Câu 6. We'll be ________ the news at 10pm.,A. watch,B. watching,C. to watch,,B,watching
196122,Câu 7. I'll try my best to spot you. What ________ wearing?,A. will you,B. will,C. will you be,,C,will you be
196123,Câu 8. Don't forget your snowpants. It ________ by the time you get to school.,A. will snowing,B. is snowing,C. will be snowing,,C,will be snowing
196124,"Câu 9. At noon tomorrow, I ________ on a beach somewhere.",A. 'll be relaxing,B. relax,C. will being relax,,A,'ll be relaxing
196125,"Câu 10. Sorry, I can't. I ________ my daughter to work at that time.",A. will be taking,B. 'll take,C. won't be take,,A,will be taking
196106,Câu 1. He _____ arrive on time.,A. will,B. is,C. not,,A,will
196107,Câu 2. Will your folks _____ before Tuesday?,A. leaving,B. leave,C. leaves,,B,leave
196108,Câu 3. We _____ get there until after dark.,A. will,B. won't,C. will'nt,,B,won't
196109,Câu 4. We will _____ what your father says.,A. see,B. to see,C. seeing,,A,see
196110,Câu 5. I don't ________ go swimming today.,A. think I,B. think I'll,C. thinking,,B,think I'll
196111,Câu 6. It ________ tomorrow.,A. will snow,B. snows,C. is snowing,,A,will snow
196112,Câu 7. We won't ________ until we get there.,A. knowing,B. have know,C. know,,C,know
196113,Câu 8. I ________ back before Friday.,A. 'll be,B. will,C. am being,,A,'ll be
196114,Câu 9. Will you _____ at the rehearsal on Saturday?,A. go,B. be,C. have,,B,be
196115,Câu 10. I'm going to the grocery store. I think _____ buy a turkey.,A. I've,B. I'll,C. I'd,,B,I'll
196096,Câu 1. My dad ________ smoking in the garage.,A. has,B. had,C. had been,,C,had been
196097,Câu 2. The printer ________ working well.,A. had not been,B. hadn't,C. had not,,A,had not been
196098,Câu 3. Had the players _____ playing by the rules?,A. been,B. have,C. be,,A,been
196099,Câu 4. She ________ expecting the worst.,A. had,B. 'd been,C. had being,,B,'d been
196100,Câu 5. Had the teachers ________ before the strike?,A. been work,B. working,C. been working,,C,been working
196101,Câu 6. Our pool pump ________ running properly before the storm.,A. had not have,B. hadn't been,C. hadn't being,,B,hadn't been
196102,Câu 7. My sister’s roommate was upset. She _____ been waiting for an hour.,A. had,B. has,C. have,,A,had
196103,Câu 8. I just heard about the accident. ________ been working all night?,A. Had the driver,B. Had the driving,C. Have the driver,,A,Had the driver
196104,Câu 9. We were shocked to see her. ________ been expecting her.,A. We are,B. We have,C. We'd not,,C,We'd not
196105,Câu 10. I finally reached my mom. ________ her all day.,A. I'd been calling,B. I have called,C. I called,,A,I'd been calling
